,file,flines,full_path,no_characters,no_lines,no_tokens,prog_lang,round,solution,task,username,year
66777,000000000012fee2.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('210', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 52
        res = res % (2 ** 52)
        r5 = res >> 42
        res = res % (2 ** 42)
        r6 = res >> 35

        io.writeline('54', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 54
        res = res % (2 ** 54)
        r2 = res >> 27
        res = res % (2 ** 27)
        r3 = (res - (r4*2**13) >> 18)

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3285,100,276,Python,51706,000000000012fee2,0000000000122837,bigOnion,2019
66778,000000000012ff13.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('210', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 52
        res = res % (2 ** 52)
        r5 = res >> 42
        res = res % (2 ** 42)
        r6 = res >> 35

        io.writeline('54', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 54
        res = res % (2 ** 54)
        r2 = res >> 27
        res = res % (2 ** 27)
        r3 = (res - (r4*2**5) >> 18)

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3284,100,276,Python,51706,000000000012ff13,0000000000122837,bigOnion,2019
66779,000000000012fba8.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('210', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 52
        res = res % (2 ** 52)
        r5 = res >> 42
        res = res % (2 ** 42)
        r6 = res >> 35

        io.writeline('54', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 54
        res = res % (2 ** 54)
        r2 = res >> 27
        res = res % (2 ** 27)
        r3 = (res >> 18) - (r4//(2**5))

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3287,100,276,Python,51706,000000000012fba8,0000000000122837,bigOnion,2019
66780,000000000012f073.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('210', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 52
        res = res % (2 ** 52)
        r5 = res >> 42
        res = res % (2 ** 42)
        r6 = res >> 35

        io.writeline('54', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 54
        res = res % (2 ** 54)
        r2 = res >> 27
        res = res % (2 ** 27)
        r3 = res >> 18

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3270,100,274,Python,51706,000000000012f073,0000000000122837,bigOnion,2019
66781,000000000012e637.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('210', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 53
        res = res % (2 ** 53)
        r5 = res >> 42
        res = res % (2 ** 42)
        r6 = res >> 35

        io.writeline('54', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 54
        res = res % (2 ** 54)
        r2 = res >> 27
        res = res % (2 ** 26)
        r3 = res >> 18

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3270,100,274,Python,51706,000000000012e637,0000000000122837,bigOnion,2019
66782,000000000012e616.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('210', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 52
        res = res % (2 ** 52)
        r5 = res >> 42
        res = res % (2 ** 42)
        r6 = res >> 35

        io.writeline('54', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 54
        res = res % (2 ** 54)
        r2 = res >> 27
        res = res % (2 ** 26)
        r3 = res >> 18

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3270,100,274,Python,51706,000000000012e616,0000000000122837,bigOnion,2019
66783,000000000012dbf8.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        io.writeline('189', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r4 = res >> 47
        res = res % (2 ** 47)
        r5 = res >> 37
        res = res % (2 ** 37)
        r6 = res >> 31

        io.writeline('50', inspect.getframeinfo(inspect.currentframe()).lineno)
        res = int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno))
        r1 = res >> 50
        res = res % (2 ** 50)
        r2 = res >> 25
        res = res % (2 ** 25)
        r3 = res >> 16

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3270,100,274,Python,51706,000000000012dbf8,0000000000122837,bigOnion,2019
66784,000000000012cb57.PYTHON3,"import sys
if 'bigonion_local_testing' in sys.argv:
    sys.stderr.write('    using a file as standard input\n')
    sys.stdin = open('sample.in', 'r')


def count_ppl(x, y, l):
    cnt = 0
    for x_ppl, y_ppl, d_ppl in l:
        if d_ppl == 's' and y_ppl > y:
            cnt += 1
        if d_ppl == 'n' and y_ppl < y:
            cnt += 1
        if d_ppl == 'e' and x_ppl < x:
            cnt += 1
        if d_ppl == 'w' and x_ppl > x:
            cnt += 1
    return cnt


def solve_single_case(test_case):
    P, Q = [int(x) for x in input().split()]
    l = []
    for _ in range(P):
        x, y, d = input().lower().split()
        x, y = int(x), int(y)
        l.append((x,y,d))

    best_cnt = -1
    for x in range(Q+1):
        for y in range(Q+1):
            cnt = count_ppl(x,y,l)
            if cnt > best_cnt:
                best_cnt = cnt
                best_x = x
                best_y = y

    solution = '{} {}'.format(best_x, best_y)
    print('Case #{}: {}'.format(test_case, solution))


T = int(input())
for test_case_index in range(1, T+1):
    solve_single_case(test_case_index)




",,1117,49,149,Python,51706,000000000012cb57,000000000012295c,bigOnion,2019
66785,000000000012b755.PYTHON3,"import sys
if 'bigonion_local_testing' in sys.argv:
    sys.stderr.write('    using a file as standard input\n')
    sys.stdin = open('sample.in', 'r')


def solve_single_case(test_case):
    N, K = [int(x) for x in input().split()]
    C = [int(x) for x in input().split()]
    D = [int(x) for x in input().split()]

    cnt = 0
    for r in range(N):
        for l in range(r+1):
            if abs(max(C[l:r+1]) - max(D[l:r+1])) <= K:
                cnt += 1

    solution = str(cnt)
    print('Case #{}: {}'.format(test_case, solution))


T = int(input())
for test_case_index in range(1, T+1):
    solve_single_case(test_case_index)




",,642,29,77,Python,51706,000000000012b755,0000000000122838,bigOnion,2019
66786,000000000012b76f.PYTHON3,"import sys
if 'bigonion_local_testing' in sys.argv:
    sys.stderr.write('    using a file as standard input\n')
    sys.stdin = open('sample.in', 'r')


def solve_single_case(test_case):
    N, K = [int(x) for x in input().split()]
    C = [int(x) for x in input().split()]
    D = [int(x) for x in input().split()]

    cnt = 0
    for r in range(N):
        for l in range(r+1):
            if abs(max(C[l:r+1]) - max(D[l:r+1])) <= k:
                cnt += 1

    solution = str(cnt)
    print('Case #{}: {}'.format(test_case, solution))


T = int(input())
for test_case_index in range(1, T+1):
    solve_single_case(test_case_index)




",,642,29,77,Python,51706,000000000012b76f,0000000000122838,bigOnion,2019
66787,0000000000129eea.PYTHON3,"import time
import inspect
from sys import exit


# TODO: writing to files might be allowed on google's machines. If so, then unify IONoLog into IOWithLog, and use only the super class


class IoNoLog:
    def __enter__(self):
        return self

    def __exit__(self, type_, value, traceback):
        pass

    def change_test_case(self, test_case):
        pass

    def readline(self, line_number=0):
        return input().replace('\n', '')

    def writeline(self, s, line_number=0):
        if s[-1] == '\n':
            s = s[:-1]
        print(s, flush=True)


class IoWithLog(IoNoLog):
    def __enter__(self):
        self.filename = 'gcj_log.txt'
        self.file = open(self.filename, 'w')
        self.file.write('{}: starting log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        return self

    def __exit__(self, type_, value, traceback):
        self.file.write('\n{}: ending log\n'.format(time.strftime('%H:%M:%S')))
        self.file.flush()
        self.file.close()

    def change_test_case(self, test_case):
        super().change_test_case(test_case)
        self.file.write('\n{}: starting test case {}\n'.format(time.strftime('%H:%M:%S'), test_case))
        self.file.flush()

    def readline(self, line_number=0):
        line = super().readline(line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WAIT[{}]\n'.format(time.strftime('%H:%M:%S'), line_number))
        self.file.flush()
        self.file.write('{}: READ[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, line))
        self.file.flush()
        return line

    def writeline(self, s, line_number=0):
        super().writeline(s, line_number)
        line_number = ('0000' + str(line_number))[-4:]
        self.file.write('{}: WRIT[{}]: {}\n'.format(time.strftime('%H:%M:%S'), line_number, s))
        self.file.flush()


with IoWithLog() as io:

    def solve_single_case(test_case):

        ###############  change this method here

        day_res = [None]
        for day in range(6):
            io.writeline(str(day+1), inspect.getframeinfo(inspect.currentframe()).lineno)
            day_res.append(int(io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)))

        found = False
        for r1 in range(101):
            for r2 in range(101):
                for r3 in range(101):
                    if 24*r2-2*r3 == 30*day_res[2]-28*day_res[1]-day_res[6] and 2*r1+r2 == day_res[2]-day_res[1] and 4*r1+r3 == day_res[3]-day_res[2]:
                        best_r1 = r1
                        best_r2 = r2
                        best_r3 = r3
                        found = True
                        break
                if found:
                    break
            if found:
                break
        r1=  best_r1
        r2 = best_r2
        r3 = best_r3
        r4 = day_res[4] - day_res[3] - 8*r1 - 2*r2
        r5 = day_res[5] - day_res[4] - 16*r1
        r6 = day_res[1] - 2*r1 - r2 - r3 - r4 -r5

        io.writeline('{} {} {} {} {} {}'.format(r1,r2,r3,r4,r5,r6), inspect.getframeinfo(inspect.currentframe()).lineno)

        line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
        result = int(line)
        if result == -1:
            exit(0)


    line = io.readline(inspect.getframeinfo(inspect.currentframe()).lineno)
    t, w = [int(x) for x in line.split()]
    for test_case_index in range(1, t+1):
        io.change_test_case(test_case_index)
        solve_single_case(test_case_index)

# cd ""C:\Users\hai\Dropbox\challenges\gcj\2019\round1b\B - Draupnir""
# python interactive_runner.py python testing_tool.py 0 -- python draupnir.py
",,3683,110,298,Python,51706,0000000000129eea,0000000000122837,bigOnion,2019
